Rec #,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Latitude,Longitude,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined
30234,9003898,105267339,DAIRY QUEEN,Food Take Out,626 SHEPPARD AVE W,43.75546,-79.44024,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30235,10775096,105266844,DEAR SAIGON,Restaurant,"185 COLLEGE ST, Unit-185",43.6588,-79.39443,Pass,3,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,10/17/2023,S - Significant,Corrected During Inspection,,
30236,10775096,105266844,DEAR SAIGON,Restaurant,"185 COLLEGE ST, Unit-185",43.6588,-79.39443,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/17/2023,S - Significant,Corrected During Inspection,,
30237,10775096,105266844,DEAR SAIGON,Restaurant,"185 COLLEGE ST, Unit-185",43.6588,-79.39443,Pass,3,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30238,10775096,105266844,DEAR SAIGON,Restaurant,"185 COLLEGE ST, Unit-185",43.6588,-79.39443,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30239,10775096,105266844,DEAR SAIGON,Restaurant,"185 COLLEGE ST, Unit-185",43.6588,-79.39443,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Corrected During Inspection,,
30240,10789189,105267282,DELECTABLE BY ZARLA JANE,Food Court Vendor,"31 TAPSCOTT RD, Unit-99",43.80659,-79.22201,Pass,2,,10/17/2023,,,,
30241,9078698,105267151,DENNIS DOLLAR 1+,Food Store (Convenience/Variety),1075 ST CLAIR AVE W,43.67853,-79.43943,Pass,1,,10/17/2023,,,,
30242,10773002,105235009,DIA,Restaurant,387 BLOOR ST E,43.67198,-79.37758,Pass,2,,10/17/2023,,,,
30243,10721675,105266828,DILSE INDIAN RESTAURANT & BAR,Restaurant,335 RONCESVALLES AVE,43.64928,-79.45006,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30244,10721675,105266828,DILSE INDIAN RESTAURANT & BAR,Restaurant,335 RONCESVALLES AVE,43.64928,-79.45006,Pass,2,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ,10/17/2023,S - Significant,Corrected During Inspection,,
30245,10721675,105266828,DILSE INDIAN RESTAURANT & BAR,Restaurant,335 RONCESVALLES AVE,43.64928,-79.45006,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Corrected During Inspection,,
30246,10731223,105266947,EGG CLUB,Restaurant,"531 YONGE ST, Unit-A",43.6642,-79.38389,Pass,2,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,10/17/2023,M - Minor,Notice to Comply,,
30247,10731223,105266947,EGG CLUB,Restaurant,"531 YONGE ST, Unit-A",43.6642,-79.38389,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30248,10731223,105266947,EGG CLUB,Restaurant,"531 YONGE ST, Unit-A",43.6642,-79.38389,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30249,10513171,105263807,ETOBICOKE SCHOOL OF THE ARTS,Secondary School Food Services,675 ROYAL YORK RD,43.63074,-79.50415,Pass,2,,10/17/2023,,,,
30250,10761029,105267028,FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",43.64771,-79.43912,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30251,9030360,105266679,FAIRBANK MEMORIAL SNACK AND BREAKFAST PROGRAM,Student Nutrition Site,555 HARVIE AVE,43.69171,-79.45541,Pass,2,,10/17/2023,,,,
30252,9005270,105266824,FAMILY FOOD MARKET,Food Store (Convenience/Variety),93 FRONT ST E,43.64905,-79.37177,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Corrected During Inspection,,
30253,10539177,105256984,FANTAIL BAKERY,Bakery,333 RONCESVALLES AVE,43.64922,-79.45003,Pass,2,,10/17/2023,,,,
30254,10575259,105266992,FAT BASTARD BURRITO,Restaurant,351 BREMNER BLVD,43.64053,-79.39213,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30255,10575259,105266992,FAT BASTARD BURRITO,Restaurant,351 BREMNER BLVD,43.64053,-79.39213,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30256,10518127,105259102,FOOD GALORE GROCERY,Food Store (Convenience/Variety),3472 KEELE ST,43.75253,-79.48865,Pass,1,,10/17/2023,,,,
30257,10304953,105258256,FOREST HILL PLACE,Retirement Homes(Licensed),645 CASTLEFIELD AVE,43.70625,-79.42524,Pass,3,,10/17/2023,,,,
30258,10511631,105266867,FOREST MANOR YMCA - BEFORE AND AFTER SCHOOL PROGRAM,Child Care - Catered,25 FOREST MANOR RD,43.77082,-79.34393,Pass,1,,10/17/2023,,,,
30259,9393750,105266875,FRAN'S RESTAURANT,Restaurant,200 VICTORIA ST,43.65452,-79.37913,Pass,3,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,10/17/2023,M - Minor,Notice to Comply,,
30260,9393750,105266875,FRAN'S RESTAURANT,Restaurant,200 VICTORIA ST,43.65452,-79.37913,Pass,3,Fail to protect against breeding of pests - Sec. 13(1),10/17/2023,S - Significant,Notice to Comply,,
30261,10762334,105267325,FREEPLAY,Restaurant,300 COLLEGE ST,43.65781,-79.40164,Pass,3,,10/17/2023,,,,
30262,10696810,105267073,FRESHII,Restaurant,"85 ELLESMERE RD, Unit-44",43.7571,-79.31241,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30263,10696810,105267073,FRESHII,Restaurant,"85 ELLESMERE RD, Unit-44",43.7571,-79.31241,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),10/17/2023,S - Significant,Notice to Comply,,
30264,10796158,105267064,FROM THERE TO HERE,Food Store (Convenience/Variety),17 ST JOHNS RD,43.66529,-79.47396,Pass,1,,10/17/2023,,,,
30265,10678327,105266655,GAS & GRAB MART,Food Store (Convenience/Variety),3930 LAWRENCE AVE E,43.76452,-79.20534,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30266,10678327,105266655,GAS & GRAB MART,Food Store (Convenience/Variety),3930 LAWRENCE AVE E,43.76452,-79.20534,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30267,9006134,105266674,GLEN CAMERON FOR KIDS CHILDCARE CENTRE,Child Care - Catered,211 CAMERON AVE,43.75437,-79.42125,Pass,2,,10/17/2023,,,,
30268,9006368,105267296,GRADUATE STUDENTS' UNION PUB,Restaurant,"16 BANCROFT AVE, Flr-Ground",43.6607,-79.40018,Pass,1,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30269,10784479,105267029,HIYA SCONE & COFFEE,Food Take Out,1389 DUNDAS ST W,43.6494,-79.42837,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,10/17/2023,S - Significant,Corrected During Inspection,,
30270,9007146,105267092,HOTHOUSE,Restaurant,"35 CHURCH ST, Unit-1",43.64928,-79.37398,Pass,3,,10/17/2023,,,,
30271,10439371,105266910,Humber Valley Village Before & After School Program,Child Care - Food Preparation,65 HARTFIELD RD,43.66554,-79.52734,Pass,1,,10/17/2023,,,,
30272,10749609,105267078,ICHA TEA,Restaurant,996 QUEEN ST W,43.64435,-79.4185,Pass,2,,10/17/2023,,,,
30273,10621834,105266946,Ikki Sushi,Restaurant,2253 KINGSTON RD,43.70544,-79.25149,Pass,3,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ,10/17/2023,M - Minor,Notice to Comply,,
30274,10621834,105266946,Ikki Sushi,Restaurant,2253 KINGSTON RD,43.70544,-79.25149,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30275,10621834,105266946,Ikki Sushi,Restaurant,2253 KINGSTON RD,43.70544,-79.25149,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30276,10282549,105266955,J. J.'S DELI,Cafeteria - Public Access,"1881 YONGE ST, Unit-103",43.69773,-79.39606,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30277,10282549,105266955,J. J.'S DELI,Cafeteria - Public Access,"1881 YONGE ST, Unit-103",43.69773,-79.39606,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30278,10748727,105267096,JOLLIBEE STC,Restaurant,"300 BOROUGH DR, Unit-R03",43.77629,-79.25802,Pass,2,,10/17/2023,,,,
30279,10753769,105263562,KHAO SAN ROAD,Restaurant,11 CHARLOTTE ST,43.64635,-79.39363,Pass,3,,10/17/2023,,,,
30280,10689924,105267321,KIN SUSHI JAPANESE RESTAURANT,Restaurant,"1150 SHEPPARD AVE W, Unit-7",43.75429,-79.46854,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30281,10689924,105267321,KIN SUSHI JAPANESE RESTAURANT,Restaurant,"1150 SHEPPARD AVE W, Unit-7",43.75429,-79.46854,Pass,3,Use shelves not of readily cleanable design - Sec. 31,10/17/2023,M - Minor,Notice to Comply,,
30282,10393285,105267125,LA BAMBOCHE,Food Take Out,1712 AVENUE RD,43.72812,-79.41828,Pass,3,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,10/17/2023,M - Minor,Notice to Comply,,
30283,10393285,105267125,LA BAMBOCHE,Food Take Out,1712 AVENUE RD,43.72812,-79.41828,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30284,10393285,105267125,LA BAMBOCHE,Food Take Out,1712 AVENUE RD,43.72812,-79.41828,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30285,10393285,105267125,LA BAMBOCHE,Food Take Out,1712 AVENUE RD,43.72812,-79.41828,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30286,9006439,105266865,LA BOUCHERIE FINE MEATS,Butcher Shop,"95 FRONT ST E, Unit-48",43.64935,-79.37146,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30287,10783041,105266995,LARRY'S BACK POCKET,Food Take Out,1413 DUNDAS ST W,43.64929,-79.42903,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30288,10796145,105266958,LAZY CAT CAFE,Restaurant,"880 ELLESMERE RD, Unit-3",43.76623,-79.28216,Pass,1,,10/17/2023,,,,
30289,10568255,105266880,LEBANON EXPRESS,Food Take Out,327 RONCESVALLES AVE,43.64886,-79.4499,Pass,2,,10/17/2023,,,,
30290,10582256,105267209,LINDT,Food Take Out,220 YONGE ST,43.65368,-79.38011,Pass,2,,10/17/2023,,,,
30291,10796157,105267059,LOKUM EATS,Restaurant,23 ST JOHNS RD,43.66522,-79.47415,Pass,2,,10/17/2023,,,,
30292,10310520,105267045,MADRAS MASALA,Restaurant,796 BLOOR ST W,43.6629,-79.42184,Pass,3,,10/17/2023,,,,
30293,10396589,105266975,MAIN KITCHEN,Commissary,205 HUMBER COLLEGE BLVD,43.72917,-79.60684,Pass,3,,10/17/2023,,,,
30294,10766315,105266974,MARKET CONVENIENCE,Food Store (Convenience/Variety),"124 EGLINTON AVE W, Unit-104",43.70616,-79.40248,Pass,2,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,10/17/2023,M - Minor,Notice to Comply,,
30295,10357941,105266599,MCDONALD'S,Restaurant,3030 DON MILLS RD E,43.78608,-79.35182,Pass,2,,10/17/2023,,,,
30296,10760952,105267030,MILOU,Restaurant,1375 DUNDAS ST W,43.64939,-79.42791,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30297,10760952,105267030,MILOU,Restaurant,1375 DUNDAS ST W,43.64939,-79.42791,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30298,10769327,105267068,MOFER COFFEE,Restaurant,"1025 QUEEN ST W, Unit-7",43.64414,-79.4181,Pass,2,,10/17/2023,,,,
30299,10623944,105267012,MOLSON - DANA HOSPITALITY,Cafeteria - Private Access,33 CARLINGVIEW DR,43.67468,-79.58846,Pass,2,,10/17/2023,,,,
30300,9010505,105267005,MR. JERK,Food Take Out,3050 DON MILLS RD,43.78617,-79.35198,Pass,2,,10/17/2023,,,,
30301,10734512,105264849,NANCY BROWN KITCHEN,Community Kitchen (Meal Program),201 COWAN AVE,43.64075,-79.43229,Pass,2,,10/17/2023,,,,
30302,10768615,105261728,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,10/17/2023,M - Minor,Notice to Comply,,
30303,10496609,105266847,OLYMPIC CHEESE,Food Take Out,93 FRONT ST E,43.64905,-79.37177,Pass,2,,10/17/2023,,,,
30304,10745488,105267031,OSMOW'S,Restaurant,1166 ST CLAIR AVE W,43.67821,-79.44333,Pass,2,Use racks not of readily cleanable design - Sec. 31,10/17/2023,M - Minor,Notice to Comply,,
30305,10222848,105266672,PARKDALE PHARMACY,Food Store (Convenience/Variety),1439 KING ST W,43.63682,-79.43698,Pass,1,,10/17/2023,,,,
30306,10779949,105267114,PARQUET,Restaurant,97 HARBORD ST,43.66264,-79.40367,Pass,3,,10/17/2023,,,,
30307,10766948,105267334,PHO HA NOI,Restaurant,374 COLLEGE ST,43.6572,-79.40484,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30308,10766948,105267334,PHO HA NOI,Restaurant,374 COLLEGE ST,43.6572,-79.40484,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30309,10755783,105266881,PIZZA PIZZA,Food Take Out,"1056 KINGSTON RD, Unit-0",43.68101,-79.2839,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30310,10755783,105266881,PIZZA PIZZA,Food Take Out,"1056 KINGSTON RD, Unit-0",43.68101,-79.2839,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30311,9012356,105266798,PONESSE FOODS,Food Store (Convenience/Variety),"95 FRONT ST E, Unit-19-20",43.64935,-79.37146,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30312,10789084,105267276,PUNJABI CHAAP CORNER,Restaurant,"38 ELM ST, Bldg-1",43.65778,-79.3833,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30313,10789084,105267276,PUNJABI CHAAP CORNER,Restaurant,"38 ELM ST, Bldg-1",43.65778,-79.3833,Pass,3,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,10/17/2023,S - Significant,Corrected During Inspection,,
30314,10789084,105267276,PUNJABI CHAAP CORNER,Restaurant,"38 ELM ST, Bldg-1",43.65778,-79.3833,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Corrected During Inspection,,
30315,10615820,105247758,QUESADA (FOOD EMPORIUM),Food Court Vendor,205 HUMBER COLLEGE BLVD,43.72917,-79.60684,Pass,2,,10/17/2023,,,,
30316,10784832,105266965,QUESADA BURRITOS & TACOS - ST. MICHAEL'S HOSPITAL,Food Take Out,30 BOND ST,43.65366,-79.37768,Pass,2,,10/17/2023,,,,
30317,10199468,105262797,RAHIER,Restaurant,1586 BAYVIEW AVE,43.70573,-79.3755,Pass,3,,10/17/2023,,,,
30318,10553928,105267352,REAL FOOD FOR REAL KIDS,Centralized Kitchen,115 SAULTER ST S,43.65102,-79.34308,Pass,3,USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ,10/17/2023,S - Significant,Corrected During Inspection,,
30319,10470129,105266600,SAIGON EXPRESS,Food Take Out,"3070 DON MILLS RD E, Unit-12A",43.78623,-79.35211,Pass,2,,10/17/2023,,,,
30320,10752368,105266988,SAINT JOHN TAVERN,Restaurant,117 JOHN ST,43.64818,-79.39021,Pass,2,,10/17/2023,,,,
30321,10577157,105267349,SCADDABUSH ITALIAN KITCHEN & BAR,Restaurant,200 FRONT ST W,43.64461,-79.38601,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30322,10731543,105267132,SCOOPED CITYPLACE,Restaurant,85 QUEENS WHARF RD,43.63887,-79.39843,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,10/17/2023,S - Significant,Corrected During Inspection,,
30323,10782917,105266834,SHELL SELECT/FRESHII,Food Store (Convenience/Variety),4722 YONGE ST,43.75955,-79.41093,Pass,1,,10/17/2023,,,,
30324,10451415,105266678,SILVERTHORN PUBLIC SCHOOL,Student Nutrition Site,300 KANE AVE,43.68726,-79.46942,Pass,1,,10/17/2023,,,,
30325,10665128,105266603,SPOON AND FORK JAPANESE THAI,Restaurant,"1233 THE QUEENSWAY, Ste-24",43.62121,-79.52462,Pass,3,,10/17/2023,,,,
30326,10770790,105267175,STAR FRUIT MARKET,Supermarket,523 PARLIAMENT ST,43.6654,-79.36818,Pass,2,,10/17/2023,,,,
30327,10522766,105267335,SUBWAY,Restaurant,626A SHEPPARD AVE W,43.75542,-79.44014,Pass,2,,10/17/2023,,,,
30328,10664658,105267326,SUMMER HOUSE,Restaurant,568 SHEPPARD AVE W,43.75576,-79.4379,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30329,10664658,105267326,SUMMER HOUSE,Restaurant,568 SHEPPARD AVE W,43.75576,-79.4379,Pass,3,USE CLOTH NOT IN GOOD REPAIR FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(A),10/17/2023,M - Minor,Notice to Comply,,
30330,10664658,105267326,SUMMER HOUSE,Restaurant,568 SHEPPARD AVE W,43.75576,-79.4379,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30331,10664658,105267326,SUMMER HOUSE,Restaurant,568 SHEPPARD AVE W,43.75576,-79.4379,Pass,3,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,10/17/2023,S - Significant,Corrected During Inspection,,
30332,10392664,105266636,TAGPUAN,Restaurant,1740 VICTORIA PARK AVE,43.73608,-79.30771,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/17/2023,S - Significant,Corrected During Inspection,,
30333,10392664,105266636,TAGPUAN,Restaurant,1740 VICTORIA PARK AVE,43.73608,-79.30771,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30334,10796172,105267183,TASTY SLICE PIZZA,Food Take Out,"3930 LAWRENCE AVE E, Unit-2",43.76452,-79.20534,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Corrected During Inspection,,
30335,9016272,105266752,TIM HORTONS,Restaurant,2294 KINGSTON RD,43.70586,-79.25202,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30336,9016272,105266752,TIM HORTONS,Restaurant,2294 KINGSTON RD,43.70586,-79.25202,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30337,10450026,105266859,TIM HORTONS,Restaurant,2361 BRIMLEY RD,43.79772,-79.27242,Pass,2,,10/17/2023,,,,
30338,10511589,105267100,TIM HORTONS,Restaurant,2029 JANE ST,43.71564,-79.50679,Pass,2,,10/17/2023,,,,
30339,10759328,105266966,TIM HORTONS - ST. MICHAEL'S HOSPITAL 2nd FL,Food Take Out,30 BOND ST,43.65366,-79.37768,Pass,2,,10/17/2023,,,,
30340,10587220,105267041,ULTRAMAR,Food Store (Convenience/Variety),1762 DUNDAS ST W,43.65046,-79.44032,Pass,1,,10/17/2023,,,,
30341,9093284,105267074,UNIVERSITY OF TORONTO EARLY LEARNING CENTRE,Child Care - Catered,7 GLEN MORRIS ST,43.66396,-79.40112,Pass,3,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),10/17/2023,M - Minor,Notice to Comply,,
30342,10215499,105261623,WELLESLEY CENTRAL PLACE,Institutional Food Services,160 WELLESLEY ST E,43.66701,-79.37548,Pass,3,,10/17/2023,,,,
30343,10776339,105266935,WESTMINSTER FUNERAL RECEPTION CENTRE,Food Caterer,5826 BATHURST ST,43.77679,-79.4542,Pass,2,,10/17/2023,,,,
30344,10593134,105267094,WILD WING,Restaurant,11 WILLIAM KITCHEN RD,43.77289,-79.28028,Pass,2,,10/17/2023,,,,
30345,10559262,105267870,241 PIZZA,Food Take Out,142 PARLIAMENT ST,43.6546,-79.36402,Pass,3,Fail to protect against entry of pests - Sec. 13(1),10/18/2023,M - Minor,Notice to Comply,,
30346,10796228,105267608,40 FIRVALLEY CRT COMMUNITY KITCHEN,Community Kitchen (Meal Program),40 FIRVALLEY CRT,43.70359,-79.27952,Pass,2,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/18/2023,S - Significant,Corrected During Inspection,,
30347,10719217,105268159,A&W,Restaurant,1606 DANFORTH AVE,43.68373,-79.32312,Pass,2,,10/18/2023,,,,
30348,10778690,105220885,ACUTE PIZZERIA,Food Take Out,1745 DUNDAS ST W,43.65006,-79.43955,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/18/2023,M - Minor,Notice to Comply,,
30349,10338011,105268583,AGP MART,Food Store (Convenience/Variety),4 WADE AVE,43.6592,-79.4433,Pass,2,,10/18/2023,,,,
30350,10751708,105267419,ALBORZ SUPERMARKET,Supermarket,"879 YORK MILLS RD, Unit-3",43.75505,-79.34867,Pass,2,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,10/18/2023,S - Significant,Corrected During Inspection,,
30351,9000446,105267473,ALDERWOOD ACTION AFTER SCHOOL INC.,Child Care - Catered,544 HORNER AVE,43.60161,-79.54817,Pass,2,,10/18/2023,,,,
30352,10796276,105268051,AMMA'S KITCHEN,Restaurant,"18 FOUR SEASONS PL, Unit-100",43.64692,-79.56272,Pass,2,USE CLOTH NOT IN GOOD REPAIR FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(A),10/18/2023,M - Minor,Notice to Comply,,
